split,sample_id,layer,sampling_step,branch,mask,head,rank,query_samples,baseline_sparse_output_relative_l2,calibration_self_oracle_rank_energy,heldout_self_oracle_rank_energy,frozen_calibration_basis_energy,subspace_overlap,heldout_self_oracle_corrected_output_relative_l2,coefficient_oracle_corrected_output_relative_l2,coefficient_oracle,ridge_feature,ridge_lambda,ridge_corrected_output_relative_l2
test,s02_p00_seed20260741,0,0,uncond,s3_tfull,9,16,128,1.0232353210449219,0.9807834029197693,0.9812824726104736,0.9589436535364553,0.6969252824783325,0.1399914026260376,0.20732958614826202,True,concat,1e-05,0.284182608127594
test,s03_p02_seed20260741,0,0,uncond,s3_tfull,9,16,128,1.0232353210449219,0.9807834029197693,0.9812824726104736,0.9589436535364553,0.6969252824783325,0.1399914026260376,0.20732958614826202,True,concat,1e-05,0.284182608127594
validation,s01_p01_seed20260740,0,0,uncond,s3_tfull,10,8,128,0.4227741062641144,0.8371732234954834,0.8371732234954834,0.8371732020350966,0.9999994039535522,0.1705968827009201,0.1705968827009201,True,concat,1e-05,0.1705968976020813
test,s02_p00_seed20260741,0,0,uncond,s3_tfull,10,8,128,0.424531489610672,0.8371732234954834,0.8451412320137024,0.7004698019351183,0.6462371349334717,0.16706198453903198,0.23234324157238007,True,concat,1e-05,0.41748636960983276
test,s03_p02_seed20260741,0,0,uncond,s3_tfull,10,8,128,0.424531489610672,0.8371732234954834,0.8451412320137024,0.7004698019351183,0.6462371349334717,0.16706198453903198,0.23234324157238007,True,concat,1e-05,0.41748636960983276
validation,s01_p01_seed20260740,0,0,uncond,s3_tfull,10,16,128,0.4227741062641144,0.9514769911766052,0.9514769911766052,0.9514768484413428,0.9999996423721313,0.09312843531370163,0.09312843531370163,True,concat,1e-05,0.09312846511602402
test,s02_p00_seed20260741,0,0,uncond,s3_tfull,10,16,128,0.424531489610672,0.9514769911766052,0.9589463472366333,0.8393554339625668,0.697404146194458,0.08601734042167664,0.17015425860881805,True,concat,1e-05,0.39250636100769043
test,s03_p02_seed20260741,0,0,uncond,s3_tfull,10,16,128,0.424531489610672,0.9514769911766052,0.9589463472366333,0.8393554339625668,0.697404146194458,0.08601734042167664,0.17015425860881805,True,concat,1e-05,0.39250636100769043
validation,s01_p01_seed20260740,0,0,uncond,s3_tfull,11,8,128,0.2877485752105713,0.7299700975418091,0.7299700975418091,0.7299702136941371,1.000000238418579,0.14952684938907623,0.14952684938907623,True,concat,1e-05,0.14952686429023743
test,s02_p00_seed20260741,0,0,uncond,s3_tfull,11,8,128,0.295044481754303,0.7299700975418091,0.7448311448097229,0.5838359034719525,0.6972065567970276,0.14903953671455383,0.19033557176589966,True,concat,1e-05,0.43174490332603455
test,s03_p02_seed20260741,0,0,uncond,s3_tfull,11,8,128,0.295044481754303,0.7299700975418091,0.7448311448097229,0.5838359034719525,0.6972065567970276,0.14903953671455383,0.19033557176589966,True,concat,1e-05,0.43174490332603455
validation,s01_p01_seed20260740,0,0,uncond,s3_tfull,11,16,128,0.2877485752105713,0.9113374948501587,0.9113374948501587,0.9113377720813141,1.0000004768371582,0.08568078279495239,0.08568078279495239,True,concat,1e-05,0.0856807753443718
test,s02_p00_seed20260741,0,0,uncond,s3_tfull,11,16,128,0.295044481754303,0.9113374948501587,0.905849277973175,0.7732952666137921,0.7025878429412842,0.09053149074316025,0.1404811292886734,True,concat,1e-05,0.46466830372810364
test,s03_p02_seed20260741,0,0,uncond,s3_tfull,11,16,128,0.295044481754303,0.9113374948501587,0.905849277973175,0.7732952666137921,0.7025878429412842,0.09053149074316025,0.1404811292886734,True,concat,1e-05,0.46466830372810364
validation,s01_p01_seed20260740,0,0,uncond,s3_tfull_anchor12,0,8,128,0.5811179876327515,0.9217377305030823,0.9217377305030823,0.9217374998595613,1.000000238418579,0.1625700294971466,0.1625700294971466,True,concat,1e-05,0.1625700443983078
test,s02_p00_seed20260741,0,0,uncond,s3_tfull_anchor12,0,8,128,0.5867107510566711,0.9217377305030823,0.9282713532447815,0.9004816386077941,0.8242216110229492,0.15713393688201904,0.18508663773536682,True,concat,1e-05,0.222355455160141
test,s03_p02_seed20260741,0,0,uncond,s3_tfull_anchor12,0,8,128,0.5867107510566711,0.9217377305030823,0.9282713532447815,0.9004816386077941,0.8242216110229492,0.15713393688201904,0.18508663773536682,True,concat,1e-05,0.222355455160141
validation,s01_p01_seed20260740,0,0,uncond,s3_tfull_anchor12,0,16,128,0.5811179876327515,0.9725216031074524,0.9725216031074524,0.9725213430137503,1.000000238418579,0.0963297188282013,0.0963297188282013,True,concat,1e-05,0.0963297113776207
test,s02_p00_seed20260741,0,0,uncond,s3_tfull_anchor12,0,16,128,0.5867107510566711,0.9725216031074524,0.9736272692680359,0.944468484630789,0.7917294502258301,0.09527991712093353,0.13825884461402893,True,concat,1e-05,0.19349388778209686
test,s03_p02_seed20260741,0,0,uncond,s3_tfull_anchor12,0,16,128,0.5867107510566711,0.9725216031074524,0.9736272692680359,0.944468484630789,0.7917294502258301,0.09527991712093353,0.13825884461402893,True,concat,1e-05,0.19349388778209686
validation,s01_p01_seed20260740,0,0,uncond,s3_tfull_anchor12,1,8,128,0.2623937427997589,0.7760131359100342,0.7760131359100342,0.776012338988264,0.9999990463256836,0.12418375164270401,0.12418375164270401,True,concat,1e-05,0.1241837665438652
test,s02_p00_seed20260741,0,0,uncond,s3_tfull_anchor12,1,8,128,0.2576720416545868,0.7760131359100342,0.7764744162559509,0.6967912630329968,0.8082925081253052,0.1218235045671463,0.14188538491725922,True,concat,1e-05,0.3862881362438202
test,s03_p02_seed20260741,0,0,uncond,s3_tfull_anchor12,1,8,128,0.2576720416545868,0.7760131359100342,0.7764744162559509,0.6967912630329968,0.8082925081253052,0.1218235045671463,0.14188538491725922,True,concat,1e-05,0.3862881362438202
validation,s01_p01_seed20260740,0,0,uncond,s3_tfull_anchor12,1,16,128,0.2623937427997589,0.9334367513656616,0.9334367513656616,0.933435930008843,0.9999995231628418,0.0676972046494484,0.0676972046494484,True,concat,1e-05,0.06769721210002899
test,s02_p00_seed20260741,0,0,uncond,s3_tfull_anchor12,1,16,128,0.2576720416545868,0.9334367513656616,0.925219714641571,0.8820167433519728,0.8428164720535278,0.07046295702457428,0.08850675076246262,True,concat,1e-05,0.4100255072116852
test,s03_p02_seed20260741,0,0,uncond,s3_tfull_anchor12,1,16,128,0.2576720416545868,0.9334367513656616,0.925219714641571,0.8820167433519728,0.8428164720535278,0.07046295702457428,0.08850675076246262,True,concat,1e-05,0.4100255072116852
validation,s01_p01_seed20260740,0,0,uncond,s3_tfull_anchor12,2,8,128,0.3941032290458679,0.9686486124992371,0.9686486124992371,0.9686491447302678,1.0000003576278687,0.06978122889995575,0.06978122889995575,True,concat,1e-05,0.06978125125169754
test,s02_p00_seed20260741,0,0,uncond,s3_tfull_anchor12,2,8,128,0.3359133005142212,0.9686486124992371,0.957558274269104,0.8897346266350118,0.6538747549057007,0.06920289248228073,0.11154428869485855,True,concat,1e-05,0.12494777888059616
test,s03_p02_seed20260741,0,0,uncond,s3_tfull_anchor12,2,8,128,0.3359133005142212,0.9686486124992371,0.957558274269104,0.8897346266350118,0.6538747549057007,0.06920289248228073,0.11154428869485855,True,concat,1e-05,0.12494777888059616
validation,s01_p01_seed20260740,0,0,uncond,s3_tfull_anchor12,2,16,128,0.3941032290458679,0.9901831150054932,0.9901831150054932,0.9901835401726615,1.0,0.03904781490564346,0.03904781490564346,True,concat,1e-05,0.039047807455062866
test,s02_p00_seed20260741,0,0,uncond,s3_tfull_anchor12,2,16,128,0.3359133005142212,0.9901831150054932,0.9871706366539001,0.9538199628892741,0.7257234454154968,0.03804783523082733,0.0721864104270935,True,concat,1e-05,0.0969577506184578
test,s03_p02_seed20260741,0,0,uncond,s3_tfull_anchor12,2,16,128,0.3359133005142212,0.9901831150054932,0.9871706366539001,0.9538199628892741,0.7257234454154968,0.03804783523082733,0.0721864104270935,True,concat,1e-05,0.0969577506184578
validation,s01_p01_seed20260740,0,0,uncond,s3_tfull_anchor12,3,8,128,0.5010398626327515,0.9790913462638855,0.9790913462638855,0.9790912681120817,1.0000004768371582,0.0724494457244873,0.0724494457244873,True,concat,1e-05,0.07244943082332611
test,s02_p00_seed20260741,0,0,uncond,s3_tfull_anchor12,3,8,128,0.4798485040664673,0.9790913462638855,0.9772708415985107,0.9390142376443763,0.6326487064361572,0.07234267145395279,0.11850008368492126,True,concat,1e-05,0.1454334706068039
test,s03_p02_seed20260741,0,0,uncond,s3_tfull_anchor12,3,8,128,0.4798485040664673,0.9790913462638855,0.9772708415985107,0.9390142376443763,0.6326487064361572,0.07234267145395279,0.11850008368492126,True,concat,1e-05,0.1454334706068039
validation,s01_p01_seed20260740,0,0,uncond,s3_tfull_anchor12,3,16,128,0.5010398626327515,0.9934977293014526,0.9934977293014526,0.9934976741634038,0.9999999403953552,0.04040200263261795,0.04040200263261795,True,concat,1e-05,0.04040200263261795
test,s02_p00_seed20260741,0,0,uncond,s3_tfull_anchor12,3,16,128,0.4798485040664673,0.9934977293014526,0.9926750659942627,0.9692503481850014,0.7072917819023132,0.041067808866500854,0.0841442421078682,True,concat,1e-05,0.12243660539388657
test,s03_p02_seed20260741,0,0,uncond,s3_tfull_anchor12,3,16,128,0.4798485040664673,0.9934977293014526,0.9926750659942627,0.9692503481850014,0.7072917819023132,0.041067808866500854,0.0841442421078682,True,concat,1e-05,0.12243660539388657
validation,s01_p01_seed20260740,0,0,uncond,s3_tfull_anchor12,4,8,128,0.2228655368089676,0.7016523480415344,0.7016523480415344,0.7016528013043193,1.000000238418579,0.12173181772232056,0.12173181772232056,True,concat,1e-05,0.12173181772232056
test,s02_p00_seed20260741,0,0,uncond,s3_tfull_anchor12,4,8,128,0.22794431447982788,0.7016523480415344,0.7253896594047546,0.5691025002264852,0.6861631274223328,0.11945025622844696,0.14962902665138245,True,concat,1e-05,0.36003628373146057
test,s03_p02_seed20260741,0,0,uncond,s3_tfull_anchor12,4,8,128,0.22794431447982788,0.7016523480415344,0.7253896594047546,0.5691025002264852,0.6861631274223328,0.11945025622844696,0.14962902665138245,True,concat,1e-05,0.36003628373146057
validation,s01_p01_seed20260740,0,0,uncond,s3_tfull_anchor12,4,16,128,0.2228655368089676,0.896155059337616,0.896155059337616,0.8961554218609821,1.0000001192092896,0.07181836664676666,0.07181836664676666,True,concat,1e-05,0.07181835919618607
test,s02_p00_seed20260741,0,0,uncond,s3_tfull_anchor12,4,16,128,0.22794431447982788,0.896155059337616,0.9025034308433533,0.787500960304178,0.7273104190826416,0.07117432355880737,0.10507691651582718,True,concat,1e-05,0.3903203010559082
test,s03_p02_seed20260741,0,0,uncond,s3_tfull_anchor12,4,16,128,0.22794431447982788,0.896155059337616,0.9025034308433533,0.787500960304178,0.7273104190826416,0.07117432355880737,0.10507691651582718,True,concat,1e-05,0.3903203010559082
validation,s01_p01_seed20260740,0,0,uncond,s3_tfull_anchor12,5,8,128,0.17602886259555817,0.7470348477363586,0.7470348477363586,0.7470349267916835,1.0,0.088534876704216,0.088534876704216,True,concat,1e-05,0.0885348692536354
test,s02_p00_seed20260741,0,0,uncond,s3_tfull_anchor12,5,8,128,0.17503301799297333,0.7470348477363586,0.7507321238517761,0.6300758409227384,0.755722165107727,0.08738825470209122,0.10645750910043716,True,concat,1e-05,0.2537776827812195
test,s03_p02_seed20260741,0,0,uncond,s3_tfull_anchor12,5,8,128,0.17503301799297333,0.7470348477363586,0.7507321238517761,0.6300758409227384,0.755722165107727,0.08738825470209122,0.10645750910043716,True,concat,1e-05,0.2537776827812195
validation,s01_p01_seed20260740,0,0,uncond,s3_tfull_anchor12,5,16,128,0.17602886259555817,0.9229035973548889,0.9229035973548889,0.9229036993013898,1.0000001192092896,0.048876602202653885,0.048876602202653885,True,concat,1e-05,0.048876602202653885
test,s02_p00_seed20260741,0,0,uncond,s3_tfull_anchor12,5,16,128,0.17503301799297333,0.9229035973548889,0.9231898784637451,0.8648613488708292,0.8183290362358093,0.048509784042835236,0.06434425711631775,True,concat,1e-05,0.2735172510147095
test,s03_p02_seed20260741,0,0,uncond,s3_tfull_anchor12,5,16,128,0.17503301799297333,0.9229035973548889,0.9231898784637451,0.8648613488708292,0.8183290362358093,0.048509784042835236,0.06434425711631775,True,concat,1e-05,0.2735172510147095
validation,s01_p01_seed20260740,0,0,uncond,s3_tfull_anchor12,6,8,128,0.22112970054149628,0.7637423872947693,0.7637423872947693,0.7637424428503868,1.000000238418579,0.10748306661844254,0.10748306661844254,True,concat,1e-05,0.10748303681612015
test,s02_p00_seed20260741,0,0,uncond,s3_tfull_anchor12,6,8,128,0.21468837559223175,0.7637423872947693,0.7648501992225647,0.6614427888816536,0.7468805909156799,0.10410720854997635,0.1249179095029831,True,concat,1e-05,0.20353816449642181
test,s03_p02_seed20260741,0,0,uncond,s3_tfull_anchor12,6,8,128,0.21468837559223175,0.7637423872947693,0.7648501992225647,0.6614427888816536,0.7468805909156799,0.10410720854997635,0.1249179095029831,True,concat,1e-05,0.20353816449642181
validation,s01_p01_seed20260740,0,0,uncond,s3_tfull_anchor12,6,16,128,0.22112970054149628,0.9504629969596863,0.9504629969596863,0.9504631022905271,1.000000238418579,0.04921663552522659,0.04921663552522659,True,concat,1e-05,0.04921664670109749
test,s02_p00_seed20260741,0,0,uncond,s3_tfull_anchor12,6,16,128,0.21468837559223175,0.9504629969596863,0.9488538503646851,0.9226449252565264,0.9112035036087036,0.048552870750427246,0.05971083045005798,True,concat,1e-05,0.20143011212348938
test,s03_p02_seed20260741,0,0,uncond,s3_tfull_anchor12,6,16,128,0.21468837559223175,0.9504629969596863,0.9488538503646851,0.9226449252565264,0.9112035036087036,0.048552870750427246,0.05971083045005798,True,concat,1e-05,0.20143011212348938
validation,s01_p01_seed20260740,0,0,uncond,s3_tfull_anchor12,7,8,128,0.5284132957458496,0.6748223304748535,0.6748223304748535,0.6748221708686389,1.0,0.3013243079185486,0.3013243079185486,True,concat,1e-05,0.3013242781162262
test,s02_p00_seed20260741,0,0,uncond,s3_tfull_anchor12,7,8,128,0.5070382356643677,0.6748223304748535,0.6682512164115906,0.5545755498810976,0.6553698778152466,0.2920420169830322,0.33839792013168335,True,concat,1e-05,0.5456750392913818
test,s03_p02_seed20260741,0,0,uncond,s3_tfull_anchor12,7,8,128,0.5070382356643677,0.6748223304748535,0.6682512164115906,0.5545755498810976,0.6553698778152466,0.2920420169830322,0.33839792013168335,True,concat,1e-05,0.5456750392913818
validation,s01_p01_seed20260740,0,0,uncond,s3_tfull_anchor12,7,16,128,0.5284132957458496,0.8783441185951233,0.8783441185951233,0.8783441542669573,1.000000238418579,0.18430636823177338,0.18430636823177338,True,concat,1e-05,0.18430638313293457
test,s02_p00_seed20260741,0,0,uncond,s3_tfull_anchor12,7,16,128,0.5070382356643677,0.8783441185951233,0.8734718561172485,0.8020389720562282,0.8398059606552124,0.18035751581192017,0.2255956083536148,True,concat,1e-05,0.5562777519226074
test,s03_p02_seed20260741,0,0,uncond,s3_tfull_anchor12,7,16,128,0.5070382356643677,0.8783441185951233,0.8734718561172485,0.8020389720562282,0.8398059606552124,0.18035751581192017,0.2255956083536148,True,concat,1e-05,0.5562777519226074
validation,s01_p01_seed20260740,0,0,uncond,s3_tfull_anchor12,8,8,128,1.009769082069397,0.9839154481887817,0.9839154481887817,0.9839162993013506,1.0000003576278687,0.1280636340379715,0.1280636340379715,True,concat,1e-05,0.1280636340379715
test,s02_p00_seed20260741,0,0,uncond,s3_tfull_anchor12,8,8,128,1.0762510299682617,0.9839154481887817,0.9872825741767883,0.9539236069514749,0.6119981408119202,0.12137094885110855,0.23102374374866486,True,concat,1e-05,0.27178558707237244
test,s03_p02_seed20260741,0,0,uncond,s3_tfull_anchor12,8,8,128,1.0762510299682617,0.9839154481887817,0.9872825741767883,0.9539236069514749,0.6119981408119202,0.12137094885110855,0.23102374374866486,True,concat,1e-05,0.27178558707237244
validation,s01_p01_seed20260740,0,0,uncond,s3_tfull_anchor12,8,16,128,1.009769082069397,0.9943386316299438,0.9943386316299438,0.9943393746231903,1.0000001192092896,0.07597769051790237,0.07597769051790237,True,concat,1e-05,0.07597767561674118
test,s02_p00_seed20260741,0,0,uncond,s3_tfull_anchor12,8,16,128,1.0762510299682617,0.9943386316299438,0.9953292012214661,0.9747230513668618,0.6592938303947449,0.0735560804605484,0.1711132973432541,True,concat,1e-05,0.2318202704191208
test,s03_p02_seed20260741,0,0,uncond,s3_tfull_anchor12,8,16,128,1.0762510299682617,0.9943386316299438,0.9953292012214661,0.9747230513668618,0.6592938303947449,0.0735560804605484,0.1711132973432541,True,concat,1e-05,0.2318202704191208
validation,s01_p01_seed20260740,0,0,uncond,s3_tfull_anchor12,9,8,128,0.8071306347846985,0.9512012600898743,0.9512012600898743,0.9512016641679877,1.0000001192092896,0.17829877138137817,0.17829877138137817,True,concat,1e-05,0.1782987415790558
test,s02_p00_seed20260741,0,0,uncond,s3_tfull_anchor12,9,8,128,0.7965568900108337,0.9512012600898743,0.9549105167388916,0.9039403576910111,0.7291853427886963,0.1691429764032364,0.24688121676445007,True,concat,1e-05,0.3241930603981018
test,s03_p02_seed20260741,0,0,uncond,s3_tfull_anchor12,9,8,128,0.7965568900108337,0.9512012600898743,0.9549105167388916,0.9039403576910111,0.7291853427886963,0.1691429764032364,0.24688121676445007,True,concat,1e-05,0.3241930603981018
validation,s01_p01_seed20260740,0,0,uncond,s3_tfull_anchor12,9,16,128,0.8071306347846985,0.9823815226554871,0.9823815226554871,0.9823820151009198,1.0,0.1071343719959259,0.1071343719959259,True,concat,1e-05,0.10713440179824829
test,s02_p00_seed20260741,0,0,uncond,s3_tfull_anchor12,9,16,128,0.7965568900108337,0.9823815226554871,0.982420802116394,0.9457765888394865,0.707055926322937,0.10561246424913406,0.18548627197742462,True,concat,1e-05,0.28883305191993713
test,s03_p02_seed20260741,0,0,uncond,s3_tfull_anchor12,9,16,128,0.7965568900108337,0.9823815226554871,0.982420802116394,0.9457765888394865,0.707055926322937,0.10561246424913406,0.18548627197742462,True,concat,1e-05,0.28883305191993713
validation,s01_p01_seed20260740,0,0,uncond,s3_tfull_anchor12,10,8,128,0.30028975009918213,0.8497677445411682,0.8497677445411682,0.8497679990428578,1.0,0.11639171093702316,0.11639171093702316,True,concat,1e-05,0.11639171093702316
test,s02_p00_seed20260741,0,0,uncond,s3_tfull_anchor12,10,8,128,0.33358725905418396,0.8497677445411682,0.8682616949081421,0.7243208699192164,0.6445639729499817,0.12107803672552109,0.175150528550148,True,concat,1e-05,0.33472946286201477
test,s03_p02_seed20260741,0,0,uncond,s3_tfull_anchor12,10,8,128,0.33358725905418396,0.8497677445411682,0.8682616949081421,0.7243208699192164,0.6445639729499817,0.12107803672552109,0.175150528550148,True,concat,1e-05,0.33472946286201477
validation,s01_p01_seed20260740,0,0,uncond,s3_tfull_anchor12,10,16,128,0.30028975009918213,0.953156054019928,0.953156054019928,0.9531560702045588,0.9999998807907104,0.06499317288398743,0.06499317288398743,True,concat,1e-05,0.06499319523572922
test,s02_p00_seed20260741,0,0,uncond,s3_tfull_anchor12,10,16,128,0.33358725905418396,0.953156054019928,0.9664142727851868,0.8550432019556027,0.6915292143821716,0.061134565621614456,0.12700733542442322,True,concat,1e-05,0.3175213932991028
test,s03_p02_seed20260741,0,0,uncond,s3_tfull_anchor12,10,16,128,0.33358725905418396,0.953156054019928,0.9664142727851868,0.8550432019556027,0.6915292143821716,0.061134565621614456,0.12700733542442322,True,concat,1e-05,0.3175213932991028
validation,s01_p01_seed20260740,0,0,uncond,s3_tfull_anchor12,11,8,128,0.2840508818626404,0.7324861884117126,0.7324861884117126,0.732486861350695,1.0000009536743164,0.14691609144210815,0.14691609144210815,True,concat,1e-05,0.14691609144210815
test,s02_p00_seed20260741,0,0,uncond,s3_tfull_anchor12,11,8,128,0.2925012707710266,0.7324861884117126,0.7463361620903015,0.5778787568797805,0.6881538033485413,0.14731842279434204,0.19004075229167938,True,concat,1e-05,0.43043309450149536
test,s03_p02_seed20260741,0,0,uncond,s3_tfull_anchor12,11,8,128,0.2925012707710266,0.7324861884117126,0.7463361620903015,0.5778787568797805,0.6881538033485413,0.14731842279434204,0.19004075229167938,True,concat,1e-05,0.43043309450149536
validation,s01_p01_seed20260740,0,0,uncond,s3_tfull_anchor12,11,16,128,0.2840508818626404,0.9129338264465332,0.9129338264465332,0.9129346038726627,1.0000005960464478,0.08381485939025879,0.08381485939025879,True,concat,1e-05,0.08381487429141998
test,s02_p00_seed20260741,0,0,uncond,s3_tfull_anchor12,11,16,128,0.2925012707710266,0.9129338264465332,0.9074457287788391,0.7706554135926067,0.6999799013137817,0.08898691833019257,0.14007890224456787,True,concat,1e-05,0.46313127875328064
test,s03_p02_seed20260741,0,0,uncond,s3_tfull_anchor12,11,16,128,0.2925012707710266,0.9129338264465332,0.9074457287788391,0.7706554135926067,0.6999799013137817,0.08898691833019257,0.14007890224456787,True,concat,1e-05,0.46313127875328064
